#Parameters = {xs=9.9537052630149; L=33.245065661354; cl=10; er1=2.55; er11=0.01; er2=2.55; er22=0.01; h=1.6; r0=1.8; rin=1.5; rprobe=0.4; t=0.2; w=24.933799246016; wx=50; wy=50}
#"Frequency / GHz"	"S1,1 (1) [Magnitude]"
#----------------------------------------
8.8640003204346	-6.3418669832297
8.8680000305176	-6.4798315813259
8.8719997406006	-6.6168166523928
8.8760004043579	-6.7518371441673
8.8800001144409	-6.8838134522825
8.8839998245239	-7.0115889035259
8.8879995346069	-7.1339353514294
8.8920001983643	-7.2495689978674
8.8959999084473	-7.3571806642310
8.8999996185303	-7.4554527047187
8.9040002822876	-7.5430968299980
8.9079999923706	-7.6188929069760
8.9119997024536	-7.6817216379893
8.9160003662109	-7.7306093934534
8.9200000762939	-7.7647610683348
8.9239997863770	-7.7835927495338
8.9280004501343	-7.7867596741734
8.9320001602173	-7.7741631180034
8.9359998703003	-7.7459633615539
8.9399995803833	-7.7025676384123
8.9440002441406	-7.6446049645964
8.9479999542236	-7.5729145170447
8.9519996643066	-7.4884962314907
8.9560003280640	-7.3924853901518
8.9600000381470	-7.2861037277434
8.9639997482300	-7.1706269861969
8.9680004119873	-7.0473491662934
8.9720001220703	-6.9175446250021
8.9759998321533	-6.7824586822577
8.9799995422363	-6.6432675357184
8.9840002059937	-6.5010801582039
8.9879999160767	-6.3569142211421
8.9919996261597	-6.2117044109584
8.9960002899170	-6.0662876617377
9.0000000000000	-5.9214132971615
9.0039997100830	-5.7777370635104
9.0080003738403	-5.6358349729770
9.0120000839233	-5.4961962187748
9.0159997940063	-5.3592428274640
9.0200004577637	-5.2253241312399
9.0240001678467	-5.0947303940866
9.0279998779297	-4.9676950716749
9.0319995880127	-4.8443985685955
9.0360002517700	-4.7249776603842
9.0399999618530	-4.6095304368173
9.0439996719360	-4.4981195464069
9.0480003356934	-4.3907692463233
9.0520000457764	-4.2874852229402
9.0559997558594	-4.1882445940099
9.0600004196167	-4.0929994280484
9.0640001296997	-4.0016900095599
9.0679998397827	-3.9142344211497
9.0719995498657	-3.8305396666226
9.0760002136230	-3.7505035485606
9.0799999237061	-3.6740055652024
9.0839996337891	-3.6009272323173
9.0880002975464	-3.5311338243763
9.0920000076294	-3.4644918803820
9.0959997177124	-3.4008604975395
9.1000003814697	-3.3400967635597
9.1040000915527	-3.2820561135633
9.1079998016357	-3.2265931305879
9.1120004653931	-3.1735630489835
9.1160001754761	-3.1228202417716
9.1199998855591	-3.0742261650223
9.1239995956421	-3.0276410372991
9.1280002593994	-2.9829289437206
9.1319999694824	-2.9399607720218
9.1359996795654	-2.8986108049915
9.1400003433228	-2.8587593063713
9.1440000534058	-2.8202920507311
9.1479997634888	-2.7830994067813
9.1520004272461	-2.7470867773615
9.1560001373291	-2.7121564413468
9.1599998474121	-2.6782231409304
9.1639995574951	-2.6452121440034
9.1680002212524	-2.6130478889279
9.1719999313354	-2.5816699283049
9.1759996414185	-2.5510219810907
9.1800003051758	-2.5210560239598
9.1840000152588	-2.4917311157758
9.1879997253418	-2.4630109946891
9.1920003890991	-2.4348684352195
9.1960000991821	-2.4072807053830
9.1999998092651	-2.3802307767410
9.2040004730225	-2.3537081428542
9.2080001831055	-2.3277041486312
9.2119998931885	-2.3022152103125
9.2159996032715	-2.2772409027255
9.2200002670288	-2.2527840770655
9.2239999771118	-2.2288519675409
9.2279996871948	-2.2054487351685
9.2320003509521	-2.1825814381453
9.2360000610352	-2.1602600253077
9.2399997711182	-2.1384934529334
9.2440004348755	-2.1172874777498
9.2480001449585	-2.0966512171110
9.2519998550415	-2.0765923594472
9.2559995651245	-2.0571136191328
9.2600002288818	-2.0382178112263
9.2639999389648	-2.0199078502877
9.2679996490479	-2.0021825116045
9.2720003128052	-1.9850384102532
9.2760000228882	-1.9684689201839
9.2799997329712	-1.9524668582072
9.2840003967285	-1.9370216332945
9.2880001068115	-1.9221203703838
9.2919998168945	-1.9077472463534
9.2959995269775	-1.8938862513388
9.3000001907349	-1.8805162548236
9.3039999008179	-1.8676176172195
9.3079996109009	-1.8551658249850
9.3120002746582	-1.8431373308736
9.3159999847412	-1.8315053035158
9.3199996948242	-1.8202459801028
9.3240003585815	-1.8093298521054
9.3280000686646	-1.7987306243209
9.3319997787476	-1.7884209241930
9.3360004425049	-1.7783730737382
9.3400001525879	-1.7685608709879
9.3439998626709	-1.7589600128009
9.3479995727539	-1.7495432590813
9.3520002365112	-1.7402907256632
9.3559999465942	-1.7311771693636
9.3599996566772	-1.7221865703388
9.3640003204346	-1.7132962746698
9.3680000305176	-1.7044941658552
9.3719997406006	-1.6957648594000
9.3760004043579	-1.6870978835016
9.3800001144409	-1.6784824903176
9.3839998245239	-1.6699125444710
9.3879995346069	-1.6613845055083
9.3920001983643	-1.6528937987104
9.3959999084473	-1.6444414817104
9.3999996185303	-1.6360282184430
9.4040002822876	-1.6276587304678
9.4079999923706	-1.6193374108380
9.4119997024536	-1.6110716699656
9.4160003662109	-1.6028705927040
9.4200000762939	-1.5947416339693
9.4239997863770	-1.5866961115233
9.4280004501343	-1.5787447647409
9.4320001602173	-1.5708996453445
9.4359998703003	-1.5631714819066
9.4399995803833	-1.5555739142866
9.4440002441406	-1.5481152865037
9.4479999542236	-1.5408076009826
9.4519996643066	-1.5336630801977
9.4560003280640	-1.5266897144387
9.4600000381470	-1.5198969405045
9.4639997482300	-1.5132907245605
9.4680004119873	-1.5068804139833
9.4720001220703	-1.5006676549606
9.4759998321533	-1.4946585428810
9.4799995422363	-1.4888543778377
9.4840002059937	-1.4832539052705
9.4879999160767	-1.4778608920911
9.4919996261597	-1.4726689399389
9.4960002899170	-1.4676759816332
9.5000000000000	-1.4628754964152
9.5039997100830	-1.4582628355522
9.5080003738403	-1.4538293625301
9.5120000839233	-1.4495657492784
9.5159997940063	-1.4454645777285
9.5200004577637	-1.4415125965514
9.5240001678467	-1.4377019635622
9.5279998779297	-1.4340173811565
9.5319995880127	-1.4304489967228
9.5360002517700	-1.4269835719093
9.5399999618530	-1.4236099798428
9.5439996719360	-1.4203173727750
9.5480003356934	-1.4170903434120
9.5520000457764	-1.4139221616300
9.5559997558594	-1.4107986690922
9.5600004196167	-1.4077130625069
9.5640001296997	-1.4046538493907
9.5679998397827	-1.4016139699107
9.5719995498657	-1.3985879186289
9.5760002136230	-1.3955684607014
9.5799999237061	-1.3925520236866
9.5839996337891	-1.3895351226873
9.5880002975464	-1.3865164158214
9.5920000076294	-1.3834935362583
9.5959997177124	-1.3804672890442
9.6000003814697	-1.3774415434027
9.6040000915527	-1.3744165246124
9.6079998016357	-1.3713987966767
9.6120004653931	-1.3683910306773
9.6160001754761	-1.3654000845244
9.6199998855591	-1.3624315331139
9.6239995956421	-1.3594940813261
9.6280002593994	-1.3565941011668
9.6319999694824	-1.3537407199138
9.6359996795654	-1.3509408349360
9.6400003433228	-1.3482035325638
9.6440000534058	-1.3455395352169
9.6479997634888	-1.3429540188628
9.6520004272461	-1.3404555066165
9.6560001373291	-1.3380525607451
9.6599998474121	-1.3357536130098
9.6639995574951	-1.3335620717852
9.6680002212524	-1.3314843647569
9.6719999313354	-1.3295278333999
9.6759996414185	-1.3276949585346
9.6800003051758	-1.3259882953675
9.6840000152588	-1.3244114389913
9.6879997253418	-1.3229637837074
9.6920003890991	-1.3216499945064
9.6960000991821	-1.3204640386101
9.6999998092651	-1.3194072116456
9.7040004730225	-1.3184766891263
9.7080001831055	-1.3176699540204
9.7119998931885	-1.3169831150747
9.7159996032715	-1.3164098199763
9.7200002670288	-1.3159440022812
9.7239999771118	-1.3155821490698
9.7279996871948	-1.3153157297191
9.7320003509521	-1.3151379630173
9.7360000610352	-1.3150432040685
9.7399997711182	-1.3150260183972
9.7440004348755	-1.3150738521253
9.7480001449585	-1.3151839918559
9.7519998550415	-1.3153486385056
9.7559995651245	-1.3155602804145
9.7600002288818	-1.3158130973594
9.7639999389648	-1.3161015843522
9.7679996490479	-1.3164226370562
9.7720003128052	-1.3167674717118
9.7760000228882	-1.3171353887884
9.7799997329712	-1.3175213686414
9.7840003967285	-1.3179280665617
9.7880001068115	-1.3183494825210
9.7919998168945	-1.3187853312476
9.7959995269775	-1.3192376923789
9.8000001907349	-1.3197063612013
9.8039999008179	-1.3201942864853
9.8079996109009	-1.3207047454070
9.8120002746582	-1.3212389916464
9.8159999847412	-1.3218037834952
9.8199996948242	-1.3224023773580
9.8240003585815	-1.3230404041644
9.8280000686646	-1.3237246748987
9.8319997787476	-1.3244591024460
9.8360004425049	-1.3252519995418
9.8400001525879	-1.3261085203467
9.8439998626709	-1.3270381087390
9.8479995727539	-1.3280448022755
9.8520002365112	-1.3291365134178
9.8559999465942	-1.3303194945330
9.8599996566772	-1.3315989666588
9.8640003204346	-1.3329809474301
9.8680000305176	-1.3344721173384
9.8719997406006	-1.3360770451701
9.8760004043579	-1.3377999320516
9.8800001144409	-1.3396437973707
9.8839998245239	-1.3416129534964
9.8879995346069	-1.3437097332641
9.8920001983643	-1.3459356389700
9.8959999084473	-1.3482930715080
9.8999996185303	-1.3507790118589
9.9040002822876	-1.3533979296291
9.9079999923706	-1.3561461883460
9.9119997024536	-1.3590222128253
9.9160003662109	-1.3620256192925
9.9200000762939	-1.3651532697487
9.9239997863770	-1.3684017948287
9.9280004501343	-1.3717688525437
9.9320001602173	-1.3752489168790
9.9359998703003	-1.3788394180328
9.9399995803833	-1.3825374158211
9.9440002441406	-1.3863349741322
9.9479999542236	-1.3902320600918
9.9519996643066	-1.3942206309140
9.9560003280640	-1.3982998207251
9.9600000381470	-1.4024646969832
9.9639997482300	-1.4067105576823
9.9680004119873	-1.4110370712040
9.9720001220703	-1.4154392277943
9.9759998321533	-1.4199151151016
9.9799995422363	-1.4244630419378
9.9840002059937	-1.4290819376243
9.9879999160767	-1.4337712743055
9.9919996261597	-1.4385312467419
9.9960002899170	-1.4433633165591
10.000000000000	-1.4482670576661
10.003999710083	-1.4532448299985
10.008000373840	-1.4583006508014
10.012000083923	-1.4634359863823
10.015999794006	-1.4686565869846
10.020000457764	-1.4739643056960
10.024000167847	-1.4793667046262
10.027999877930	-1.4848665979506
10.031999588013	-1.4904707828567
10.036000251770	-1.4961849423336
10.039999961853	-1.5020156463733
10.043999671936	-1.5079688674209
10.048000335693	-1.5140510603916
10.052000045776	-1.5202698147870
10.055999755859	-1.5266310679168
10.060000419617	-1.5331419191486
10.064000129700	-1.5398075872312
10.067999839783	-1.5466348543647
10.071999549866	-1.5536301008844
10.076000213623	-1.5607978350575
10.079999923706	-1.5681453502328
10.083999633789	-1.5756747651330
10.088000297546	-1.5833926665704
10.092000007629	-1.5913010146056
10.095999717712	-1.5994061803116
10.100000381470	-1.6077093371957
10.104000091553	-1.6162117252992
10.107999801636	-1.6249172431746
10.112000465393	-1.6338269978414
10.116000175476	-1.6429423739157
10.119999885559	-1.6522636419207
10.123999595642	-1.6617903076826
10.128000259399	-1.6715228073424
10.131999969482	-1.6814613670465
10.135999679565	-1.6916039058843
10.140000343323	-1.7019509430976
10.144000053406	-1.7125013950264
10.147999763489	-1.7232522983553
10.152000427246	-1.7342045955441
10.156000137329	-1.7453541497429
10.159999847412	-1.7567029050090
10.163999557495	-1.7682478141359
10.168000221252	-1.7799896721014
10.171999931335	-1.7919262438848
10.175999641418	-1.8040584319203
10.180000305176	-1.8163843023906
10.184000015259	-1.8289066078090
10.187999725342	-1.8416245329429
10.192000389099	-1.8545393808217
10.196000099182	-1.8676535633256
10.199999809265	-1.8809692005892
10.204000473022	-1.8944875505215
10.208000183105	-1.9082126991552
10.211999893188	-1.9221478320038
10.215999603271	-1.9362966906627
10.220000267029	-1.9506650804489
10.223999977112	-1.9652556950317
10.227999687195	-1.9800757633139
10.232000350952	-1.9951296612242
10.236000061035	-2.0104229968771
10.239999771118	-2.0259622898136
10.244000434875	-2.0417537051280
10.248000144958	-2.0578041937974
10.251999855042	-2.0741192301720
10.255999565125	-2.0907051085608
10.260000228882	-2.1075698928511
10.263999938965	-2.1247185070307
10.267999649048	-2.1421572201862
10.272000312805	-2.1598913840812
10.276000022888	-2.1779271838799
10.279999732971	-2.1962707353274
10.284000396729	-2.2149238042227
10.288000106812	-2.2338950758903
10.291999816895	-2.2531838734804
10.295999526978	-2.2727949894013
10.300000190735	-2.2927316785700
10.303999900818	-2.3129942165103
10.307999610901	-2.3335848005770
10.312000274658	-2.3545012040617
10.315999984741	-2.3757451695963
10.319999694824	-2.3973145917675
10.324000358582	-2.4192073789108
10.328000068665	-2.4414183000433
10.331999778748	-2.4639449315526
10.336000442505	-2.4867826884795
10.340000152588	-2.5099229856917
10.343999862671	-2.5333614383300
10.347999572754	-2.5570874194982
10.352000236511	-2.5810924331861
10.355999946594	-2.6053672805199
10.359999656677	-2.6299014707307
10.364000320435	-2.6546821864533
10.368000030518	-2.6796956956602
10.371999740601	-2.7049293499388
10.376000404358	-2.7303680758902
10.380000114441	-2.7559950150680
10.383999824524	-2.7817928108016
10.387999534607	-2.8077455921150
10.392000198364	-2.8338344715478
10.395999908447	-2.8600382536161
10.399999618530	-2.8863370761749
10.404000282288	-2.9127106433454
10.407999992371	-2.9391348398470
10.411999702454	-2.9655879724488
10.416000366211	-2.9920459312214
10.420000076294	-3.0184842030712
10.423999786377	-3.0448762476984
10.428000450134	-3.0711975017014
10.432000160217	-3.0974217868422
10.435999870300	-3.1235209221501
10.439999580383	-3.1494684056885
10.444000244141	-3.1752354596178
10.447999954224	-3.2007935633169
10.451999664307	-3.2261163682110
10.456000328064	-3.2511723351594
10.460000038147	-3.2759352037283
10.463999748230	-3.3003770796417
10.468000411987	-3.3244696393851
10.472000122070	-3.3481841287345
10.475999832153	-3.3714954761463
10.479999542236	-3.3943791130485
10.484000205994	-3.4168076474162
10.487999916077	-3.4387572326836
10.491999626160	-3.4602077030423
10.496000289917	-3.4811364335528
10.500000000000	-3.5015254328312
10.503999710083	-3.5213590275899
10.508000373840	-3.5406188664689
10.512000083923	-3.5592954358905
10.515999794006	-3.5773783048787
10.520000457764	-3.5948602076594
10.524000167847	-3.6117362913374
10.527999877930	-3.6280057050751
10.531999588013	-3.6436713462093
10.536000251770	-3.6587360732283
10.539999961853	-3.6732114253575
10.543999671936	-3.6871094883019
10.548000335693	-3.7004439680241
10.552000045776	-3.7132358737742
10.555999755859	-3.7255072992934
10.560000419617	-3.7372852751579
10.564000129700	-3.7485992037130
10.567999839783	-3.7594832793372
10.571999549866	-3.7699758232310
10.576000213623	-3.7801146949976
10.579999923706	-3.7899445811357
10.583999633789	-3.7995114886264
10.588000297546	-3.8088643839439
10.592000007629	-3.8180544204567
10.595999717712	-3.8271372976810
10.600000381470	-3.8361671611579
10.604000091553	-3.8452027527177
10.607999801636	-3.8543033341212
10.612000465393	-3.8635303337042
10.616000175476	-3.8729458068387
10.619999885559	-3.8826114432838
10.623999595642	-3.8925915821117
10.628000259399	-3.9029486426874
10.631999969482	-3.9137469129284
10.635999679565	-3.9250486180814
10.640000343323	-3.9369184530904
10.644000053406	-3.9494160161602
10.647999763489	-3.9626027527394
10.652000427246	-3.9765391948418
10.656000137329	-3.9912819405511
10.659999847412	-4.0068880166001
10.663999557495	-4.0234132574692
10.668000221252	-4.0409090898020
10.671999931335	-4.0594286528622
10.675999641418	-4.0790153745555
10.680000305176	-4.0997194409843
10.684000015259	-4.1215834756716
10.687999725342	-4.1446475100521
10.692000389099	-4.1689511031796
10.696000099182	-4.1945286653200
10.699999809265	-4.2214143963652
10.704000473022	-4.2496375863263
10.708000183105	-4.2792272647423
10.711999893188	-4.3102063090242
10.715999603271	-4.3425994507756
10.720000267029	-4.3764234002305
10.723999977112	-4.4116963068359
10.727999687195	-4.4484323358860
10.732000350952	-4.4866431904210
10.736000061035	-4.5263368374089
10.739999771118	-4.5675215398768
10.744000434875	-4.6102014766592
10.748000144958	-4.6543781926825
10.751999855042	-4.7000501201255
10.755999565125	-4.7472179661386
10.760000228882	-4.7958759485737
10.763999938965	-4.8460163260215
10.767999649048	-4.8976333643851
10.772000312805	-4.9507157551671
10.776000022888	-5.0052533378770
10.779999732971	-5.0612315204235
10.784000396729	-5.1186386031644
10.788000106812	-5.1774552921934
10.791999816895	-5.2376637469126
10.795999526978	-5.2992474549003
10.800000190735	-5.3621853049700
10.803999900818	-5.4264560824189
10.807999610901	-5.4920372609147
10.812000274658	-5.5589037623885
10.815999984741	-5.6270335920977
10.819999694824	-5.6963977792079
10.824000358582	-5.7669699517275
10.828000068665	-5.8387212278201
10.831999778748	-5.9116209032040
10.836000442505	-5.9856372754908
10.840000152588	-6.0607390563093
10.843999862671	-6.1368899040536
10.847999572754	-6.2140540294177
10.852000236511	-6.2921935271998
10.855999946594	-6.3712669881667
10.859999656677	-6.4512346611035
10.864000320435	-6.5320492560174
10.868000030518	-6.6136641563602
10.871999740601	-6.6960306197757
10.876000404358	-6.7790938333522
10.880000114441	-6.8627992661680
10.883999824524	-6.9470876914164
10.887999534607	-7.0318949205455
10.892000198364	-7.1171554627469
10.895999908447	-7.2027972967080
10.899999618530	-7.2887476566392
10.904000282288	-7.3749235032729
10.907999992371	-7.4612441459210
10.911999702454	-7.5476185865045
10.916000366211	-7.6339541456571
10.920000076294	-7.7201505030841
10.923999786377	-7.8061047920961
10.928000450134	-7.8917074305083
10.932000160217	-7.9768418502805
10.935999870300	-8.0613899867180
10.939999580383	-8.1452268475684
10.944000244141	-8.2282228571139
10.947999954224	-8.3102412588049
10.951999664307	-8.3911429417824
10.956000328064	-8.4707851190065
10.960000038147	-8.5490224600571
10.963999748230	-8.6256990582223
10.968000411987	-8.7006671201612
10.972000122070	-8.7737691054184
10.975999832153	-8.8448466201135
10.979999542236	-8.9137445953220
10.984000205994	-8.9803049038786
10.987999916077	-9.0443743918472
10.991999626160	-9.1057958772591
10.996000289917	-9.1644238274348
11.000000000000	-9.2201083428266
11.003999710083	-9.2727124289715
11.008000373840	-9.3221024282576
11.012000083923	-9.3681525511322
11.015999794006	-9.4107446326441
11.020000457764	-9.4497718746528
11.024000167847	-9.4851376125304
11.027999877930	-9.5167564510660
11.031999588013	-9.5445573767790
11.036000251770	-9.5684780884307
11.039999961853	-9.5884744682816
11.043999671936	-9.6045132294344
11.048000335693	-9.6165767501505
11.052000045776	-9.6246613112239
11.055999755859	-9.6287761710601
11.060000419617	-9.6289470947795
11.064000129700	-9.6252127604204
11.067999839783	-9.6176248165248
11.071999549866	-9.6062467635926
11.076000213623	-9.5911550503349
11.079999923706	-9.5724400361403
11.083999633789	-9.5501972077093
11.088000297546	-9.5245340107502
11.092000007629	-9.4955700836584
11.095999717712	-9.4634265898505
11.100000381470	-9.4282345968618
11.104000091553	-9.3901276133577
11.107999801636	-9.3492508352513
11.112000465393	-9.3057421313888
11.116000175476	-9.2597514266189
11.119999885559	-9.2114246773845
11.123999595642	-9.1609106577086
11.128000259399	-9.1083587953447
11.131999969482	-9.0539124977377
11.135999679565	-8.9977204839996
11.140000343323	-8.9399247356782
11.144000053406	-8.8806667101113
11.147999763489	-8.8200816839146
11.152000427246	-8.7583050534759
11.156000137329	-8.6954644540417
11.159999847412	-8.6316849578969
11.163999557495	-8.5670858345018
11.168000221252	-8.5017816704696
11.171999931335	-8.4358829188186
11.175999641418	-8.3694939478335
11.180000305176	-8.3027121878928
11.184000015259	-8.2356311804661
11.187999725342	-8.1683384712663
11.192000389099	-8.1009169790887
11.196000099182	-8.0334409726565
11.199999809265	-7.9659831999391
11.204000473022	-7.8986096653080
11.208000183105	-7.8313794631661
11.211999893188	-7.7643482268345
11.215999603271	-7.6975669274410
11.220000267029	-7.6310807847834
11.223999977112	-7.5649313421091
11.227999687195	-7.4991535338778
11.232000350952	-7.4337816285555
11.236000061035	-7.3688417368463
11.239999771118	-7.3043590558256
11.244000434875	-7.2403544513698
11.248000144958	-7.1768472381459
11.251999855042	-7.1138488769917
11.255999565125	-7.0513739815218
11.260000228882	-6.9894303883742
11.263999938965	-6.9280249824437
